2	2	0.1277101
2	4	0.194352966667
2	8	0.1869465
2	11	0.267538366667
2	16	0.157153066667
2	22	0.161036166667
2	44	0.227972133333
2	88	0.252253066667
2	176	0.241249866667

3	2	0.0928038333333
3	4	0.126566866667
3	8	0.181401766667
3	11	0.1649212
3	16	0.225464866667
3	22	0.1545448
3	44	0.154850933333
3	88	0.165551633333
3	176	0.1539533

4	2	0.106404633333
4	4	0.127920533333
4	8	0.224911
4	11	0.207773066667
4	16	0.175210233333
4	22	0.226268066667
4	44	0.2069492
4	88	0.217015666667
4	176	0.192793166667

8	2	0.105379566667
8	4	0.182429266667
8	8	0.224541466667
8	11	0.1730152
8	16	0.1493487
8	22	0.277855933333
8	44	0.173641766667
8	88	0.251716466667
8	176	0.195372666667

9	2	0.103002433333
9	4	0.147816133333
9	8	0.213846766667
9	11	0.158459933333
9	16	0.1769907
9	22	0.181376733333
9	44	0.203938
9	88	0.235850866667
9	176	0.212798366667

12	2	0.0965
12	4	0.1483269
12	8	0.1832166
12	11	0.1704554
12	16	0.165892833333
12	22	0.192565466667
12	44	0.201165833333
12	88	0.179530766667
12	176	0.202204166667

16	2	0.0925291
16	4	0.1798917
16	8	0.247010166667
16	11	0.206183733333
16	16	0.201309166667
16	22	0.235147633333
16	44	0.254603833333
16	88	0.247126733333
16	176	0.251508966667

18	2	0.0888328333333
18	4	0.187389866667
18	8	0.2258631
18	11	0.156241166667
18	16	0.251523066667
18	22	0.1985567
18	44	0.252814066667
18	88	0.2571083
18	176	0.195525733333

23	2	0.1414008
23	4	0.1882618
23	8	0.1947086
23	11	0.231325166667
23	16	0.226905933333
23	22	0.226401533333
23	44	0.223167066667
23	88	0.167900833333
23	176	0.1771603

36	2	0.1506441
36	4	0.160484933333
36	8	0.218051433333
36	11	0.26483
36	16	0.248094433333
36	22	0.252323666667
36	44	0.270163
36	88	0.153924366667
36	176	0.184445833333

46	2	0.130435933333
46	4	0.187289566667
46	8	0.1909248
46	11	0.1858616
46	16	0.1678498
46	22	0.2127561
46	44	0.201677966667
46	88	0.220473566667
46	176	0.193934766667

72	2	0.1028104
72	4	0.130662466667
72	8	0.1441698
72	11	0.237693833333
72	16	0.257551733333
72	22	0.214779933333
72	44	0.167813066667
72	88	0.243612233333
72	176	0.254791866667

144	2	0.112512133333
144	4	0.152426666667
144	8	0.172520533333
144	11	0.236086233333
144	16	0.264266533333
144	22	0.205312966667
144	44	0.215262766667
144	88	0.2426975
144	176	0.3162553

